no;district;year;lnavgsalary_cpi;oncycle;lnenrollment;lnt1_cpi;teachers_avg_yrs_exper;ami_pc;asian_pc;black_pc;hisp_pc
74;4800012;2006;10.63424206;0;6.745236397;20.09638023;13.63000011;0.018823529;0.003529412;0.06235294;0.034117647
75;4800012;2007;10.6172533;0;6.790097237;20.09641075;13.40999985;0.014623172;0.004499438;0.073115863;0.046119235
76;4800012;2008;10.60393333;0;6.805722713;20.12994957;14.01000023;0.015503876;0.002214839;0.073089704;0.045404207
77;4800012;2009;10.63150406;0;6.749931335;20.2005825;14.51000023;0.023419203;0.00234192;0.065573767;0.050351288
78;4807350;2003;10.7636137;0;8.978534698;21.99159622;12.18999958;0.000882613;0.09191779;0.118143991;0.126970112
79;4807350;2004;10.74114704;0;9.014325142;22.05968094;11.60000038;0.001338199;0.095863745;0.120802917;0.134793192
80;4807350;2005;10.72467804;0;9.076808929;22.10583496;12.07999992;0.001142857;0.091771431;0.135771424;0.14022857
81;4807350;2006;10.75059986;0;9.090881348;22.17386055;12.32999992;0.002028398;0.090263695;0.13443768;0.154496282
82;4807350;2007;10.74007988;0;9.127393723;22.25211143;12.28999996;0.001738375;0.093003042;0.13733159;0.16036506
83;4807350;2008;10.75096416;0;9.185637474;22.33138657;12.31999969;0.002767528;0.090713404;0.141861424;0.172201723
84;4807350;2009;10.7878809;0;9.220488548;22.42986107;12.28999996;0.002870719;0.089982182;0.143733919;0.175707787
85;4807410;2003;10.74118614;0;6.65801096;19.35190201;14.96000004;0.003851091;0;0.028241334;0.46598202
86;4807410;2004;10.69604301;0;6.690842152;19.29356003;14.78999996;0.003726708;0;0.031055901;0.496894419
87;4807410;2005;10.67123222;0;6.678342342;19.26456451;14.57999992;0.003773585;0;0.020125786;0.515723288
88;4807410;2006;10.68567562;0;6.677083492;19.44220924;14.98999977;0.005037783;0;0.018891688;0.521410584
89;4807410;2007;10.64452457;0;6.665683746;19.70845032;15.85999966;0.005095541;0;0.026751593;0.536305726
90;4807410;2008;10.62497902;0;6.645091057;19.72019005;14.71000004;0.00260078;0.00260078;0.019505851;0.534460366
91;4807410;2009;10.66981983;0;6.698267937;20.12328529;15.76000023;0.002466091;0.002466091;0.014796548;0.545006156
92;4807440;2003;10.74313354;0;9.743083954;21.93709564;15.11999989;0.004754637;0.011857243;0.127259925;0.314862639
93;4807440;2004;10.72388077;0;9.736842155;21.94192123;15.01000023;0.004370939;0.012817483;0.129178971;0.322386295
94;4807440;2005;10.69710636;0;9.720525742;21.92172432;15.31000042;0.004322767;0.013568684;0.132744953;0.331412107
95;4807440;2006;10.73659897;0;9.725078583;21.93925476;15.60000038;0.004841023;0.013865647;0.134652168;0.338214189
96;4807440;2007;10.71379185;0;9.71305275;21.99875259;15.68000031;0.005685942;0.014759255;0.139124125;0.347689331
97;4807440;2008;10.70382881;0;9.710449219;22.022089;15.89999962;0.006004003;0.014979684;0.143550247;0.356237501
98;4807440;2009;10.72281742;0;9.741909027;22.09594727;15.64999962;0.007404795;0.020098731;0.141807705;0.392630458
99;4807470;2003;10.66854382;0;6.840546608;18.78115273;13.73999977;0.004278075;0.002139037;0.014973262;0.143315509
100;4807470;2004;10.69513988;0;6.816735744;18.82304382;14.61999989;0.003285871;0.004381161;0.013143483;0.147864178
101;4807470;2005;10.65898228;0;6.841615677;18.86048126;14.5;0.004273504;0.003205128;0.013888889;0.148504272
102;4807470;2006;10.70566845;0;6.895682812;18.88674355;15.59000015;0.00708502;0.002024292;0.010121457;0.175101221
103;4807470;2007;10.71875;0;6.939253807;18.95962906;16.22999954;0.006782946;0.001937984;0.013565891;0.171511635
104;4807470;2008;10.71798897;0;6.998509407;19.00800133;17.10000038;0.00456621;0.001826484;0.015525114;0.180821911
105;4807470;2009;10.74053955;0;6.980075836;19.13797569;17.84000015;0.012093023;0.006511628;0.023255814;0.187906981
106;4807500;2003;10.67600155;0;4.890348911;17.52431679;10.72999954;0;0;0.015037594;0.36090225
107;4807500;2004;10.63164711;0;4.941642284;17.51410103;12.38000011;0.021428572;0;0.021428572;0.328571439
108;4807500;2005;10.67959404;0;4.919981003;17.44252777;15.52999973;0.02189781;0;0.01459854;0.291970789
109;4807500;2006;10.70481205;0;4.762174129;17.39069366;14.60000038;0;0;0.017094018;0.299145311
110;4807500;2007;10.66874981;0;4.691348076;17.37324715;14;0;0;0.018348623;0.284403682
111;4807500;2008;10.62123013;0;4.88280201;17.42573357;15.68000031;0.015151516;0;0.015151516;0.272727281
112;4807500;2009;10.65984917;0;4.875197411;17.41979599;15.81999969;0.015267176;0;0.015267176;0.343511462
113;4807530;2003;10.62753677;0;5.789960384;18.31226921;11.02999973;0;0;0.006116208;0.74311924
114;4807530;2004;10.66605377;0;5.831882477;18.24787331;14.03999996;0.002932551;0;0.008797654;0.697947204
115;4807530;2005;10.67100239;0;5.834810734;18.28699112;12.10999966;0.002923977;0;0.00877193;0.725146174
116;4807530;2006;10.71430397;0;5.894402981;18.34206581;13.13000011;0.002754821;0;0.019283747;0.724517882
117;4807530;2007;10.64611912;0;5.837730408;18.37882614;11.82999992;0;0;0.020408163;0.717201173
118;4807530;2008;10.627285;0;5.91350317;18.49687386;11.60999966;0;0;0.005405406;0.727026999
119;4807530;2009;10.62316227;0;5.840641499;18.60777283;10.68999958;0;0.005813953;0.005813953;0.726744175
120;4807590;2003;10.89752197;0;8.379309654;21.95008659;15.05000019;0.001606979;0.013774104;0.019972451;0.286960512
121;4807590;2004;10.87711716;0;8.388450623;21.99128342;15;0.001819836;0.015241128;0.017288445;0.29003641
122;4807590;2005;10.86286831;0;8.418698311;22.00010681;15.47999954;0.001544913;0.018538954;0.021408077;0.296402574
123;4807590;2006;10.882617;0;8.422002792;22.0480175;14.56999969;0.001979762;0.021997361;0.02133744;0.315442145
124;4807590;2007;10.91110897;0;8.438365936;22.14949226;14.52000046;0.002164034;0.020991128;0.01796148;0.3261199
125;4807590;2008;10.90689087;0;8.446770668;22.22475052;14.60999966;0.003004292;0.022532189;0.014377682;0.339914173
126;4807590;2009;10.92990971;0;8.46842289;22.31856918;14.68999958;0.004409912;0.023099538;0.018689627;0.347123057
127;4807650;2003;10.60138988;0;6.677083492;18.8811779;10.01000023;0.001259446;0.002518892;0.006297229;0.075566754
128;4807650;2004;10.58324432;0;6.717804909;18.92823219;11.72000027;0;0.003627569;0.003627569;0.074969769
129;4807650;2005;10.5790844;0;6.675823212;19.01381874;11.11999989;0.007566204;0;0.002522068;0.080706179
130;4807650;2006;10.64389324;0;6.731018066;19.06599236;10.47999954;0.010739856;0.003579952;0.001193317;0.07995227
131;4807650;2007;10.59227467;0;6.731018066;19.15791702;10.64999962;0.005966587;0.002386635;0.003579952;0.082338899
132;4807650;2008;10.56584072;0;6.759255409;19.19288826;11.18000031;0.005800464;0.002320186;0.008120649;0.0800464
133;4807650;2009;10.57377148;0;6.763885021;19.27156639;10.39000034;0.002309469;0.002309469;0.005773672;0.091224015
134;4807680;2003;10.69290638;0;6.359573841;18.84452438;15.59000015;0.006920415;0;0.019031141;0.128027678
135;4807680;2004;10.63664341;0;6.373319626;18.81235313;13.22000027;0.003412969;0;0.017064847;0.145051196
136;4807680;2005;10.60725784;0;6.366470337;18.91377068;14.10000038;0.006872852;0;0.020618556;0.146048114
137;4807680;2006;10.63877392;0;6.315358162;18.93455315;13.27999973;0.003616637;0;0.0198915;0.144665465
138;4807680;2007;10.64628983;0;6.270988464;19.13370132;14.61999989;0.003780718;0.001890359;0.024574669;0.124763705
139;4807680;2008;10.630867;0;6.202535629;19.24595261;15.02000046;0.004048583;0.004048583;0.032388665;0.139676109
140;4807680;2009;10.6931057;0;6.24804306;19.40437508;16.62000084;0.003868472;0.00967118;0.030947777;0.162475824
141;4807780;2003;10.75962067;0;8.159089088;20.74008179;11.23999977;0.004577969;0.007439199;0.007439199;0.054649498
142;4807780;2004;10.73892403;0;8.214465141;20.81188202;12.63000011;0.006226313;0.007850569;0.007038441;0.060368165
143;4807780;2005;10.71297264;0;8.287277222;20.89302635;12.48999977;0.006544173;0.011074754;0.008557765;0.065693431
144;4807780;2006;10.77930927;0;8.345930099;21.04237747;12.05000019;0.007595538;0.009969143;0.011868028;0.075005934
145;4807780;2007;10.76921082;0;8.399310112;21.21657372;12.57999992;0.006525652;0.010126012;0.012151215;0.081908189
146;4807780;2008;10.789958;0;8.429235458;21.38265419;12.64999962;0.006988425;0.010045862;0.011137803;0.082769163
147;4807780;2009;10.7968502;0;8.431417465;21.56005096;13.01000023;0.008062758;0.010677707;0.011549357;0.089344084
148;4807890;2003;10.78020763;0;9.537051201;22.248703;9.800000191;0.006347375;0.05705424;0.080784768;0.096869588
149;4807890;2004;10.78432655;0;9.603463173;22.29117584;10.27000046;0.005602052;0.067832075;0.089632832;0.105426565
150;4807890;2005;10.77022457;0;9.677903175;22.33460808;10.31999969;0.00576405;0.077376105;0.098490067;0.113401413
151;4807890;2006;10.79137802;0;9.708870888;22.38685989;10.38000011;0.005770516;0.092146024;0.104415961;0.12081638
152;4807890;2007;10.80105019;0;9.746951103;22.46020699;10.5;0.006607414;0.105894044;0.107648231;0.122851126
153;4807890;2008;10.80622673;0;9.775085449;22.56487846;10.31999969;0.007333712;0.11972712;0.110233083;0.127515629
154;4807890;2009;10.82430553;0;9.811481476;22.66072655;10.52000046;0.006852319;0.130029604;0.111720204;0.129645869
155;4807950;2003;10.67502785;0;7.036148548;19.4176712;13.40999985;0.00351803;0.00351803;0.013192612;0.614775717
156;4807950;2004;10.63524628;0;6.936342716;19.58444595;12.51000023;0.007774538;0.009718173;0.009718173;0.637512147
157;4807950;2005;10.61643982;0;6.922643661;19.63664818;12.76000023;0.00591133;0.007881774;0.01182266;0.650246322
158;4807950;2006;10.65525341;0;6.885509491;19.552248;12.35000038;0.007157464;0.007157464;0.017382413;0.654396713
159;4807950;2007;10.64927483;0;6.89467001;19.57528687;12;0.007092198;0.00810537;0.015197569;0.642350554
160;4807950;2008;10.63470078;0;6.939253807;19.63626862;11.65999985;0.008720931;0.008720931;0.014534884;0.637596905
161;4807950;2009;10.67027473;0;6.967909336;19.70313072;12.78999996;0.004708098;0.013182675;0.01977401;0.626177013
162;4807980;2003;10.64102936;0;6.535241127;18.72719193;12.56000042;0.001451379;0.001451379;0.373004347;0.194484755
163;4807980;2004;10.57518196;0;6.559615135;18.63364029;13.31999969;0.001416431;0.001416431;0.364022672;0.208215296
164;4807980;2005;10.55895615;0;6.53813982;18.68977547;12.92000008;0;0.002894356;0.342981189;0.228654131
165;4807980;2006;10.6028471;0;6.6025877;18.67043686;13.75;0;0.001356852;0.322930813;0.230664864
166;4807980;2007;10.63505459;0;6.52649498;18.72053337;13.10999966;0;0.001464129;0.307467043;0.234260619
167;4807980;2008;10.62424946;0;6.508769035;18.71182823;15.09000015;0;0.002980626;0.290611029;0.244411319
168;4807980;2009;10.66225147;0;6.545349598;18.7840538;14.86999989;0;0.002873563;0.280172408;0.244252875
169;4808090;2003;10.76847744;0;9.40351963;21.32771492;9.720000267;0.002060836;0.02085566;0.039238315;0.393949389
170;4808090;2004;10.78193855;0;9.440499306;21.44560051;9.25;0.002700985;0.025341595;0.052669208;0.409358114
171;4808090;2005;10.76084137;0;9.492959976;21.63438416;9.069999695;0.003015227;0.034524348;0.072893113;0.410900056
172;4808090;2006;10.78952217;0;9.564792633;21.79193115;8.640000343;0.002946541;0.042303916;0.090220287;0.419741839
173;4808090;2007;10.75471878;0;9.637501717;21.93570709;8.25;0.002283254;0.053558614;0.108095765;0.42396763
174;4808090;2008;10.75532532;0;9.690851212;21.80576897;8.149999619;0.003216031;0.067289256;0.123075023;0.415424585
175;4808090;2009;10.80021286;0;9.728419304;21.84131813;8.539999962;0.003693114;0.075232312;0.124851085;0.425422907
176;4808100;2003;10.6824913;0;6.505784035;18.61958694;13.23999977;0.017937221;0.004484305;0.00896861;0.091180868
177;4808100;2004;10.66613293;0;6.508769035;18.6885891;13.40999985;0.010432191;0.002980626;0.010432191;0.087928466
178;4808100;2005;10.66560078;0;6.568078041;18.77021408;13.56999969;0.011235955;0.004213483;0.008426966;0.075842693
179;4808100;2006;10.73961258;0;6.570882797;18.92298889;14.10999966;0.008403362;0.005602241;0.007002801;0.082633056
180;4808100;2007;10.74045944;0;6.568078041;19.07366371;14.07999992;0.007022472;0.005617978;0.007022472;0.077247187
181;4808100;2008;10.7051754;0;6.577861309;19.21715355;13.97999954;0.002781641;0.002781641;0.012517385;0.089012519
182;4808100;2009;10.73390198;0;6.580639362;19.38845444;14.56000042;0.011095701;0.013869626;0.013869626;0.079056866
183;4808130;2003;10.74497604;0;10.2930603;22.56229591;12.06000042;0.002709385;0.024994073;0.106106274;0.379279971
184;4808130;2004;10.72177029;0;10.30497837;22.58279037;11.85000038;0.002710753;0.023693986;0.108764768;0.388474286
185;4808130;2005;10.70357704;0;10.31098366;22.60574722;11.84000015;0.002761052;0.025215395;0.112005591;0.396227658
186;4808130;2006;10.73355293;0;10.3220005;22.6021347;12.03999996;0.003388827;0.0267487;0.11327894;0.401460826
187;4808130;2007;10.74575233;0;10.32744694;22.63476372;11.90999985;0.002879581;0.028861256;0.114496075;0.409522265
188;4808130;2008;10.73778725;0;10.34190369;22.67181778;11.77999973;0.003031769;0.035445895;0.114626676;0.417094022
189;4808130;2009;10.7685194;0;10.37004757;22.72533226;11.92000008;0.00511132;0.041110065;0.115678899;0.420539349
190;4808160;2003;10.58752537;0;5.288267136;17.44700432;13;0;0;0.116161615;0.595959604
191;4808160;2004;10.55307102;0;5.288267136;17.42474747;10.78999996;0;0;0.095959596;0.656565666
192;4808160;2005;10.48664093;0;5.236442089;17.35616302;10.44999981;0;0;0.08510638;0.659574449
193;4808160;2006;10.61019421;0;5.25227356;17.32951736;11.21000004;0;0;0.078534029;0.70157069
194;4808160;2007;10.58098698;0;5.010635376;17.32785606;13.15999985;0;0;0.053333335;0.75333333
195;4808160;2008;10.51162148;0;5.081404209;17.44720078;10.42000008;0;0;0.062111802;0.732919276
196;4808160;2009;10.52998638;0;5.192956924;17.57508469;9.350000381;0;0;0.055555556;0.73888886
197;4808190;2003;10.66152287;0;7.270312786;19.56892014;12.15999985;0;0.012526096;0.203897014;0.214335427
198;4808190;2004;10.6339016;0;7.300472736;19.49639893;11.68999958;0;0.009453072;0.20324105;0.21607022
199;4808190;2005;10.62262154;0;7.282073498;19.5514679;11.36999989;0.001375516;0.011691884;0.209766164;0.224209085
200;4808190;2006;10.69863319;0;7.267525196;19.55142212;11.05000019;0.001395673;0.013956734;0.199581295;0.233077466
201;4808190;2007;10.67090416;0;7.261225224;19.58288765;11.10999966;0.002106742;0.013342696;0.208567411;0.236657307
202;4808190;2008;10.70049953;0;7.20340538;19.54372406;11.39000034;0.001488095;0.011904762;0.206845239;0.243303567
203;4808190;2009;10.71094608;0;7.160845757;19.65901375;12.35999966;0.001552795;0.014751553;0.180124223;0.271739125
204;4808230;2003;10.62016392;0;6.257667542;19.87318039;11.28999996;0.001915709;0;0.137931034;0.080459774
205;4808230;2004;10.61000538;0;6.293419361;19.83342361;11.27000046;0.012939001;0;0.134935305;0.085027725
206;4808230;2005;10.61284733;0;6.378426075;19.80334282;11.48999977;0.015280136;0;0.144312397;0.091680817
207;4808230;2006;10.64305878;0;6.416732311;19.80077744;11.52000046;0.014705882;0;0.127450988;0.120915033
208;4808230;2007;10.61586571;0;6.431331158;19.78862381;9.630000114;0.016103059;0.004830918;0.119162641;0.114331722
209;4808230;2008;10.64955902;0;6.475432873;19.78322601;11.13000011;0.009244992;0.003081664;0.118644066;0.106317408
210;4808230;2009;10.68126011;0;6.53087759;19.82260513;11.02999973;0.00728863;0.002915452;0.099125363;0.132653058
211;4808280;2003;10.84897137;0;7.994969368;21.43830299;15.39999962;0.001348618;0.006405934;0.016857721;0.55057317
212;4808280;2004;10.81725216;0;7.958926678;21.43572617;14.67000008;0.001398113;0.006291506;0.016427822;0.573925197
213;4808280;2005;10.78032207;0;7.972810745;21.50019073;14.67000008;0.003102378;0.005515339;0.015856601;0.577042401
214;4808280;2006;10.87794685;0;7.997999191;21.66861343;14.82999992;0.00302521;0.006386555;0.021512605;0.591932774
215;4808280;2007;10.86964989;0;8.018625259;21.86864471;15.18999958;0.002963451;0.007243991;0.021731973;0.598287761
216;4808280;2008;10.9171772;0;8.045588493;21.95426941;14.86999989;0.002564103;0.006730769;0.021153847;0.609294891
217;4808280;2009;10.94283199;0;8.052932739;22.12822914;15.27999973;0.001909004;0.006681514;0.023226216;0.617881
218;4808310;2003;10.78351307;0;8.780480385;21.55011177;13.13000011;0.002766677;0.008761143;0.151398703;0.329695672
219;4808310;2004;10.77478504;0;8.788593292;21.53094292;12.30000019;0.003049245;0.007013264;0.151395023;0.344717175
220;4808310;2005;10.7648468;0;8.770904541;21.52934647;12.11999989;0.00450031;0.006828057;0.152545005;0.363594055
221;4808310;2006;10.80646515;0;8.774158478;21.57848549;12.72999954;0.003866976;0.007115236;0.157463267;0.373085856
222;4808310;2007;10.82163715;0;8.769041061;21.65734863;13.13000011;0.003886816;0.007929104;0.15438433;0.386660457
223;4808310;2008;10.79965687;0;8.746716499;21.67198753;12.72999954;0.004133545;0.007472178;0.154054061;0.397138327
224;4808310;2009;10.82797909;0;8.754318237;21.71634674;12.47000027;0.00410224;0.007100032;0.142631739;0.412748516
225;4808340;2003;10.66480732;0;6.993933201;19.04943085;10.63000011;0.000917431;0.000917431;0.01559633;0.190825686
226;4808340;2004;10.65656948;0;7.113142014;19.25444984;9.029999733;0;0.001628664;0.036644951;0.195439741
227;4808340;2005;10.65533257;0;7.334981918;19.48047256;9.989999771;0.003913894;0.007175473;0.063274622;0.198303983
228;4808340;2006;10.68144798;0;7.53101635;19.7196331;9.25;0.006970509;0.012868633;0.083646111;0.216085792
229;4808340;2007;10.65373611;0;7.604894638;19.9055233;7.619999886;0.008964144;0.014940239;0.092131473;0.216633469
230;4808340;2008;10.66422367;0;7.672292233;20.03966522;7.71999979;0.00744879;0.013500931;0.086126633;0.230912477
231;4808340;2009;10.7016983;0;7.716906071;20.11640167;8.390000343;0.007569012;0.012021371;0.08637578;0.237310782
232;4808400;2003;10.49366856;0;6.660574913;18.3764019;9.68999958;0;0.00128041;0.024327785;0.387964159
233;4808400;2004;10.51863766;0;6.61472559;18.37055588;9.680000305;0.001340483;0.001340483;0.021447722;0.390080422
234;4808400;2005;10.51487923;0;6.587550163;18.32205772;10.27000046;0;0;0.02892562;0.411845744
235;4808400;2006;10.59732723;0;6.635946751;18.4624691;10.93000031;0.001312336;0.002624672;0.031496063;0.41863516
236;4808400;2007;10.58130074;1;6.610695839;18.48027802;12.15999985;0.00538358;0.00538358;0.034993272;0.422611028
237;4808400;2008;10.5614996;1;6.610695839;18.47357941;12;0.00269179;0.00269179;0.036339164;0.430686414
238;4808400;2009;10.58480453;1;6.598508835;18.54873848;12.47000027;0.002724796;0.002724796;0.029972753;0.448228896
239;4808430;2003;10.76667786;0;6.647688389;18.64171219;12.47999954;0;0;0.002594034;0.957198441
240;4808430;2004;10.73622608;0;6.622736454;18.42534447;11.78999996;0;0;0.003989362;0.954787254
241;4808430;2005;10.7237587;0;6.705638885;18.41304779;13.10999966;0.00122399;0.00122399;0.007343941;0.955936372
242;4808430;2006;10.76191807;0;6.682108402;18.38942337;14.25;0;0.001253133;0.002506266;0.969924808
243;4808430;2007;10.77560425;0;6.65672636;18.50598335;13.75;0;0;0.007712082;0.966580987
244;4808430;2008;10.7938242;0;6.65672636;18.62914658;13.53999996;0;0;0.010282776;0.956298172
245;4808430;2009;10.82707787;0;6.726233482;18.75634193;13.25;0;0.002398082;0.010791367;0.950839341
